slope_risk,rainfall_24h_mm,road_condition,bridge_condition,historical_disruptions,congestion_level,flood_risk_level,landslide_probability,elevation_m,river_proximity,month,road_distance_km,risk_score,risk_level,estimated_hours,delay_hours
4.9,4.0,0,0,1,2,8.6,0.044,115.0,0.75,11,195,5,low,4.1,0.1
44.1,4.4,0,0,0,0,4.3,0.155,775.0,0.5,2,245,13,low,5.2,0.1
19.8,20.7,0,0,4,1,84.8,0.789,215.0,0.75,4,280,30,low,6.5,0.7
57.3,12.7,1,0,5,1,97.9,0.343,488.0,0.55,10,140,35,medium,4.3,1.4
21.2,0.0,1,1,0,3,6.0,0.16,550.0,0.5,2,110,16,low,3.1,0.9
36.7,14.8,1,0,7,2,100.0,1.0,215.0,0.75,9,280,45,medium,8.6,2.8
51.3,0.3,1,1,0,0,15.1,0.01,574.0,0.55,11,380,22,low,10.9,3.0
7.5,1.4,0,0,2,2,86.3,0.134,35.0,0.85,10,550,13,low,11.5,0.1
18.2,14.0,0,0,2,0,100.0,0.175,35.0,0.85,10,550,20,low,12.3,0.9
33.6,16.1,0,0,9,2,100.0,0.702,688.0,0.6,6,210,35,medium,4.8,0.4
0.0,6.1,0,0,4,0,89.7,0.576,115.0,0.75,7,195,16,low,4.2,0.1
31.3,3.7,0,0,8,2,32.2,1.0,750.0,0.5,8,340,31,medium,7.2,0.1
28.0,2.0,1,0,0,2,8.3,0.042,470.0,0.55,11,215,20,low,6.2,1.7
66.9,1.0,1,1,1,3,3.1,0.174,1117.0,0.35,11,145,27,low,4.2,1.1
36.0,13.7,0,0,5,0,99.3,0.349,408.0,0.6,10,240,24,low,5.4,0.4
54.0,5.8,0,0,0,0,4.5,0.16,1438.0,0.4,2,85,6,low,1.8,0.1
16.7,1.3,0,0,0,2,8.2,0.041,115.0,0.75,1,195,7,low,4.1,0.0
0.0,17.1,1,0,8,1,100.0,0.713,20.0,0.8,6,320,33,medium,10.0,3.3
35.2,19.2,0,0,3,1,100.0,0.385,688.0,0.6,5,210,22,low,4.8,0.5
20.1,8.5,2,0,5,3,100.0,0.303,502.0,0.6,6,270,35,medium,18.8,13.2
20.5,0.1,0,0,2,0,13.0,0.04,20.0,0.8,3,320,7,low,6.7,0.0
80.0,1.0,1,1,1,1,6.1,0.164,1041.0,0.3,12,200,24,low,5.7,1.6
36.1,1.1,0,0,2,2,4.1,0.144,775.0,0.5,3,245,13,low,5.1,0.0
9.1,12.8,0,0,8,2,100.0,0.33,202.0,0.7,6,330,28,low,7.3,0.5
39.2,7.4,2,0,11,0,100.0,0.593,488.0,0.55,6,140,41,medium,9.7,6.8
24.0,1.4,0,0,0,1,14.4,0.021,202.0,0.7,11,330,9,low,6.9,0.0
40.8,1.5,0,0,0,0,10.3,0.083,215.0,0.75,11,280,9,low,5.9,0.0
55.4,18.1,0,0,4,0,65.3,0.377,797.0,0.4,4,74,21,low,1.7,0.2
22.5,21.8,1,0,7,1,100.0,1.0,215.0,0.75,6,280,39,medium,9.0,3.1
66.0,2.7,1,0,0,3,4.2,0.15,1238.0,0.35,3,190,23,low,5.5,1.5
54.9,2.4,1,1,0,0,6.3,0.17,1041.0,0.3,1,200,16,low,5.8,1.6
63.9,3.6,2,2,6,2,64.4,1.0,870.0,0.45,9,310,39,medium,21.1,14.6
42.4,3.2,1,0,9,0,100.0,0.405,802.0,0.6,7,270,35,medium,7.8,2.2
24.9,0.4,0,0,1,2,14.1,0.02,202.0,0.7,2,330,13,low,6.9,0.0
33.5,8.5,1,0,2,0,56.1,0.315,470.0,0.55,5,215,17,low,6.4,1.9
55.0,4.9,0,0,7,0,43.9,1.0,1438.0,0.4,9,85,31,medium,1.8,0.0
47.2,4.8,0,0,0,2,8.8,0.045,797.0,0.4,2,74,16,low,1.6,0.0
49.1,4.3,1,0,4,1,39.1,1.0,1197.0,0.3,10,180,27,low,5.3,1.5
27.7,76.9,0,0,8,1,100.0,0.731,202.0,0.7,6,330,50,medium,11.2,4.3
5.3,9.7,0,0,6,1,100.0,0.161,40.0,0.75,4,310,24,low,6.8,0.3
58.6,1.5,1,1,0,1,6.2,0.166,550.0,0.5,1,110,22,low,3.2,0.9
32.0,16.7,1,0,5,2,100.0,0.369,488.0,0.55,4,140,33,medium,4.4,1.4
48.0,1.0,0,0,2,2,3.1,0.174,750.0,0.5,11,340,15,low,7.1,0.0
20.0,0.0,0,0,0,0,12.0,0.03,115.0,0.75,1,195,1,low,4.1,0.0
36.1,15.6,0,0,3,1,100.0,0.181,790.0,0.55,10,98,25,low,2.2,0.2
35.8,6.3,0,0,6,3,33.8,1.0,750.0,0.5,7,340,29,low,7.3,0.2
49.4,7.3,1,1,4,2,100.0,0.591,578.0,0.45,7,168,34,medium,5.0,1.5
30.1,1.8,1,0,0,1,8.3,0.042,470.0,0.55,11,215,12,low,6.2,1.7
42.2,0.7,0,0,1,0,8.1,0.041,797.0,0.4,12,74,7,low,1.5,0.0
52.2,6.4,1,0,3,1,27.1,1.0,1238.0,0.35,5,190,29,low,5.6,1.6
56.8,17.2,1,0,2,0,32.2,1.0,1238.0,0.35,4,190,23,low,5.9,2.0
23.4,0.8,0,0,0,3,4.1,0.143,775.0,0.5,2,245,11,low,5.1,0.0
47.9,10.0,2,0,10,3,100.0,0.469,515.0,0.65,6,190,52,medium,13.3,9.4
57.6,25.7,0,0,5,0,100.0,0.821,688.0,0.6,9,210,29,low,5.0,0.6
30.3,2.4,1,0,0,1,10.5,0.085,250.0,0.6,12,230,16,low,6.7,1.9
81.3,0.9,1,1,0,2,6.1,0.164,1041.0,0.3,2,200,24,low,5.7,1.6
44.7,5.0,1,0,0,0,14.3,0.045,488.0,0.55,12,140,17,low,4.1,1.2
27.8,51.3,2,0,5,3,100.0,1.0,488.0,0.55,8,140,50,medium,12.6,9.6
60.2,10.2,1,1,1,1,50.6,0.816,961.0,0.35,10,390,30,low,11.7,3.6
57.4,1.0,1,1,1,3,3.1,0.174,1117.0,0.35,2,145,29,low,4.2,1.1
48.3,0.5,1,0,1,1,12.1,0.03,762.0,0.55,1,265,18,low,7.6,2.1
62.8,3.5,2,0,7,2,100.0,0.272,502.0,0.6,6,270,44,medium,18.3,12.7
28.7,1.0,0,0,0,0,14.3,0.02,102.0,0.7,11,270,6,low,5.7,0.0
47.4,5.0,1,1,3,0,39.6,1.0,550.0,0.5,10,110,26,low,3.2,0.9
46.1,0.3,0,0,1,1,14.1,0.02,790.0,0.55,12,98,13,low,2.0,0.0
62.9,0.6,1,1,0,2,3.0,0.172,1117.0,0.35,12,145,24,low,4.2,1.1
25.4,0.0,1,1,6,1,100.0,0.375,515.0,0.65,7,190,29,low,5.4,1.5
73.4,30.3,2,2,11,2,96.4,1.0,870.0,0.45,6,310,62,high,24.4,17.9
12.5,1.3,1,0,9,2,100.0,1.0,250.0,0.6,7,230,36,medium,6.6,1.8
61.7,5.0,1,1,0,3,6.6,0.18,1041.0,0.3,1,200,27,low,5.9,1.7
30.4,1.3,1,0,0,2,14.4,0.021,502.0,0.6,12,270,15,low,7.8,2.1
44.3,6.7,0,1,1,1,15.9,0.023,594.0,0.5,2,440,13,low,9.5,0.3
41.5,6.8,1,1,2,2,100.0,0.146,574.0,0.55,7,380,28,low,11.2,3.3
47.2,14.7,0,0,5,2,100.0,0.355,688.0,0.6,10,210,31,medium,4.7,0.3
26.6,2.2,0,0,1,0,12.5,0.032,802.0,0.6,3,270,7,low,5.7,0.1
31.9,0.3,0,0,2,0,10.1,0.081,215.0,0.75,12,280,12,low,5.8,0.0
12.2,2.5,0,0,0,3,14.7,0.021,202.0,0.7,2,330,13,low,7.0,0.1
52.5,53.0,0,0,4,1,100.0,1.0,797.0,0.4,7,74,46,medium,2.1,0.6
57.8,8.2,0,0,0,0,4.7,0.169,1438.0,0.4,3,85,13,low,1.8,0.1
40.8,3.0,0,0,1,2,4.2,0.151,775.0,0.5,3,245,18,low,5.2,0.1
19.6,34.4,0,0,8,1,100.0,0.93,20.0,0.8,8,320,35,medium,8.1,1.4
45.5,5.6,1,1,5,0,86.7,0.296,578.0,0.45,4,168,29,low,4.9,1.4
32.5,3.5,1,0,12,0,100.0,0.272,202.0,0.7,6,330,38,medium,9.6,2.7
13.8,9.2,0,0,1,2,15.4,0.049,20.0,0.8,1,320,12,low,7.0,0.3
44.9,4.6,1,1,10,1,100.0,0.279,502.0,0.6,9,270,39,medium,7.9,2.3
35.8,0.2,1,0,0,3,12.0,0.03,762.0,0.55,1,265,17,low,7.6,2.1
34.6,2.0,1,1,2,0,15.6,0.011,574.0,0.55,1,380,15,low,11.0,3.1
60.0,8.2,0,0,4,0,55.8,0.313,797.0,0.4,5,74,26,low,1.6,0.1
45.7,3.1,1,0,1,3,4.2,0.151,1238.0,0.35,2,190,21,low,5.5,1.6
60.5,3.0,1,1,0,1,13.8,0.043,578.0,0.45,11,168,21,low,4.9,1.4
50.1,3.6,0,1,10,1,100.0,0.409,802.0,0.6,9,270,37,medium,5.7,0.1
17.6,2.0,0,0,3,0,74.8,0.205,115.0,0.75,10,195,14,low,4.1,0.0
37.0,32.6,0,0,10,3,100.0,0.681,802.0,0.6,8,270,45,medium,6.7,1.1
44.0,8.2,0,0,8,3,100.0,0.452,802.0,0.6,9,270,33,medium,5.9,0.2
19.6,1.0,0,0,1,0,85.7,0.133,790.0,0.55,10,98,13,low,2.1,0.0
23.2,7.4,0,1,6,3,96.5,0.154,594.0,0.5,5,440,33,medium,9.5,0.4
15.2,4.8,0,1,6,2,100.0,0.28,35.0,0.85,6,550,27,low,11.7,0.3
53.4,3.2,1,0,1,1,12.8,0.032,762.0,0.55,2,265,14,low,7.7,2.2
3.7,9.6,0,0,6,3,85.8,0.242,115.0,0.75,10,195,21,low,4.3,0.2
86.8,1.2,1,1,1,1,7.2,0.103,961.0,0.35,11,390,30,low,11.2,3.1
41.3,40.0,0,0,11,2,100.0,1.0,797.0,0.4,8,74,54,medium,1.9,0.4
14.5,32.2,0,1,10,0,100.0,0.451,102.0,0.7,6,270,31,medium,6.7,1.1
36.9,22.7,0,0,2,2,87.3,0.816,215.0,0.75,4,280,34,medium,6.6,0.7
7.2,28.7,0,0,5,3,100.0,0.43,40.0,0.75,6,310,28,low,7.5,1.1
28.1,2.4,0,0,0,2,7.3,0.106,422.0,0.65,11,485,8,low,10.2,0.1
0.0,1.0,0,0,11,2,100.0,0.256,35.0,0.85,9,550,28,low,11.5,0.1
42.9,0.9,1,1,5,1,91.5,0.066,574.0,0.55,10,380,27,low,10.9,3.0
39.1,48.7,1,1,11,2,100.0,0.277,574.0,0.55,7,380,56,medium,14.4,6.4
54.3,28.4,1,0,12,2,94.0,1.0,1197.0,0.3,6,180,49,medium,6.0,2.2
63.5,0.6,1,0,0,1,6.1,0.162,1197.0,0.3,11,180,12,low,5.2,1.4
52.1,4.9,1,1,6,0,33.0,1.0,1117.0,0.35,7,145,33,medium,4.2,1.2
28.1,30.7,0,0,8,2,100.0,0.442,35.0,0.85,6,550,41,medium,13.5,2.1
62.0,59.6,2,2,8,2,100.0,1.0,870.0,0.45,8,310,63,high,29.4,23.0
22.2,18.0,1,0,7,0,100.0,0.362,502.0,0.6,9,270,27,low,8.5,2.9
33.8,19.7,0,0,6,2,100.0,0.194,202.0,0.7,5,330,33,medium,7.6,0.8
45.1,0.6,0,0,1,0,12.2,0.03,802.0,0.6,11,270,12,low,5.6,0.0
18.2,1.7,2,0,3,3,100.0,0.26,502.0,0.6,9,270,36,medium,18.2,12.5
53.3,7.3,0,0,10,0,55.0,0.308,797.0,0.4,4,74,28,low,1.6,0.1
30.7,0.7,1,0,1,2,14.2,0.02,502.0,0.6,11,270,20,low,7.7,2.1
31.8,1.9,1,0,9,2,100.0,1.0,250.0,0.6,9,230,41,medium,6.6,1.8
9.9,9.0,0,0,5,0,99.1,0.159,40.0,0.75,4,310,12,low,6.8,0.3
51.0,0.1,0,0,5,2,72.2,0.196,802.0,0.6,4,270,26,low,5.6,0.0
2.9,0.1,0,0,0,0,14.0,0.02,102.0,0.7,12,270,5,low,5.6,0.0
31.1,5.9,0,0,4,1,87.2,0.298,408.0,0.6,10,240,21,low,5.2,0.2
17.0,8.3,0,0,0,3,16.3,0.024,68.0,0.85,1,175,13,low,3.8,0.2
34.6,0.5,0,0,0,0,13.1,0.041,408.0,0.6,12,240,10,low,5.0,0.0
67.5,0.6,1,0,0,3,6.1,0.163,1197.0,0.3,1,180,26,low,5.2,1.4
41.9,5.5,0,0,0,3,4.4,0.159,1438.0,0.4,3,85,17,low,1.8,0.0
41.6,20.1,1,0,6,1,100.0,0.751,488.0,0.55,6,140,35,medium,4.4,1.5
33.6,1.7,0,0,1,1,12.4,0.031,115.0,0.75,3,195,9,low,4.1,0.0
21.5,44.6,0,0,10,2,100.0,1.0,20.0,0.8,7,320,47,medium,8.6,1.9
56.3,20.6,2,2,9,3,50.8,1.0,870.0,0.45,4,310,54,medium,23.0,16.6
60.7,43.4,1,1,9,1,100.0,1.0,550.0,0.5,7,110,57,medium,4.0,1.7
20.9,6.5,0,0,8,3,90.4,0.581,115.0,0.75,7,195,29,low,4.2,0.1
26.0,16.4,0,0,5,1,79.7,0.733,215.0,0.75,5,280,25,low,6.4,0.5
39.3,1.8,1,0,0,1,8.3,0.042,470.0,0.55,1,215,21,low,6.2,1.7
29.1,7.6,0,0,0,1,3.5,0.202,750.0,0.5,3,340,7,low,7.4,0.3
36.0,2.6,1,0,0,1,13.7,0.043,488.0,0.55,2,140,15,low,4.1,1.1
30.5,7.9,0,1,0,3,16.2,0.024,594.0,0.5,3,440,14,low,9.5,0.4
29.4,4.0,0,0,0,0,10.8,0.088,215.0,0.75,2,280,4,low,6.0,0.1
83.6,2.7,1,1,0,3,6.3,0.171,1041.0,0.3,3,200,31,medium,5.8,1.6
18.9,2.6,0,0,1,2,13.7,0.043,20.0,0.8,11,320,15,low,6.8,0.1
36.1,3.9,1,0,2,1,51.8,0.285,470.0,0.55,5,215,19,low,6.3,1.8
62.0,7.6,1,0,10,0,41.5,1.0,1197.0,0.3,10,180,34,medium,5.3,1.6
46.6,40.9,1,1,10,3,100.0,0.506,594.0,0.5,7,440,56,medium,15.8,6.6
47.6,5.4,0,0,7,1,100.0,0.284,202.0,0.7,9,330,29,low,7.1,0.2
46.2,0.3,1,1,0,1,15.1,0.01,574.0,0.55,1,380,20,low,10.9,3.0
10.5,1.4,0,0,1,0,14.4,0.021,35.0,0.85,2,550,7,low,11.5,0.1
68.8,3.8,0,0,0,0,8.6,0.044,797.0,0.4,3,74,10,low,1.6,0.0
35.9,7.9,0,0,5,1,97.3,0.156,102.0,0.7,4,270,25,low,5.9,0.2
48.4,19.6,2,0,7,1,55.7,1.0,1238.0,0.35,8,190,41,medium,14.0,10.1
22.1,1.2,0,0,1,3,14.3,0.021,40.0,0.75,11,310,10,low,6.5,0.0
29.4,30.0,1,1,3,2,100.0,0.455,578.0,0.45,4,168,38,medium,5.6,2.1
15.3,2.2,0,0,4,0,87.7,0.137,40.0,0.75,10,310,13,low,6.5,0.1
34.4,88.9,0,1,8,1,100.0,1.0,115.0,0.75,6,195,56,medium,7.3,3.3
35.7,15.5,0,0,5,3,100.0,0.52,802.0,0.6,6,270,34,medium,6.1,0.5
55.4,5.3,1,0,8,3,100.0,0.283,502.0,0.6,7,270,43,medium,7.9,2.3
47.9,5.4,1,0,1,0,11.1,0.091,250.0,0.6,2,230,16,low,6.8,2.0
59.8,16.5,1,1,4,1,100.0,0.706,578.0,0.45,6,168,42,medium,5.2,1.7
26.3,0.1,0,0,0,2,3.0,0.17,750.0,0.5,2,340,9,low,7.1,0.0
23.9,3.4,1,1,1,1,96.2,0.071,574.0,0.55,5,380,18,low,11.0,3.1
23.1,2.4,0,0,7,0,100.0,0.398,115.0,0.75,9,195,23,low,4.1,0.0
28.6,12.5,0,0,7,0,100.0,0.328,102.0,0.7,7,270,25,low,6.0,0.4
30.8,0.2,1,0,0,3,12.0,0.03,762.0,0.55,12,265,18,low,7.6,2.1
52.6,1.4,1,0,0,0,4.1,0.145,1238.0,0.35,1,190,8,low,5.5,1.5
13.5,0.3,0,0,1,0,14.1,0.02,35.0,0.85,11,550,3,low,11.5,0.0
47.2,0.0,0,0,0,1,8.0,0.04,797.0,0.4,1,74,14,low,1.5,0.0
30.7,2.2,0,0,5,0,50.1,0.274,797.0,0.4,10,74,14,low,1.6,0.0
39.9,0.3,1,0,0,0,13.1,0.04,488.0,0.55,11,140,18,low,4.0,1.1
17.2,0.5,0,0,0,1,14.1,0.02,102.0,0.7,1,270,5,low,5.6,0.0
46.9,4.2,0,0,5,1,45.5,0.718,422.0,0.65,10,485,25,low,10.3,0.2
45.0,0.4,1,0,0,1,6.0,0.161,1197.0,0.3,11,180,15,low,5.2,1.4
40.8,0.5,0,0,0,0,3.0,0.172,750.0,0.5,12,340,7,low,7.1,0.0
21.1,0.8,0,0,8,0,60.9,0.53,215.0,0.75,10,280,25,low,5.9,0.0
60.5,0.2,1,1,5,0,70.3,1.0,961.0,0.35,8,390,30,low,11.2,3.0
74.7,0.8,1,0,4,0,24.4,0.928,1238.0,0.35,4,190,28,low,5.5,1.5
32.0,16.1,1,0,5,3,100.0,0.526,802.0,0.6,7,270,40,medium,8.4,2.8
73.4,2.0,1,0,0,0,4.2,0.147,1238.0,0.35,12,190,22,low,5.5,1.5
71.8,4.2,2,2,1,0,6.5,0.177,870.0,0.45,3,310,30,low,21.1,14.7
8.6,0.1,0,0,1,2,8.0,0.04,115.0,0.75,12,195,4,low,4.1,0.0
21.0,57.4,1,0,3,2,100.0,1.0,488.0,0.55,7,140,49,medium,5.6,2.7
27.0,47.6,0,0,4,1,100.0,1.0,408.0,0.6,7,240,27,low,6.6,1.6
34.3,2.5,0,0,4,1,31.5,1.0,750.0,0.5,8,340,22,low,7.2,0.1
41.0,7.0,1,0,5,0,45.6,1.0,1438.0,0.4,6,85,33,medium,2.5,0.7
36.5,11.5,1,1,3,0,100.0,0.084,574.0,0.55,4,380,36,medium,11.5,3.6
36.5,3.8,1,1,5,0,83.9,0.285,578.0,0.45,10,168,28,low,4.9,1.4
63.3,4.6,1,0,7,2,43.7,1.0,1238.0,0.35,8,190,38,medium,5.6,1.6
30.6,4.4,0,0,5,1,87.0,0.555,115.0,0.75,6,195,24,low,4.2,0.1
44.5,0.9,1,0,11,2,100.0,0.383,115.0,0.75,8,195,37,medium,5.6,1.5
69.2,11.5,2,2,7,1,44.3,1.0,870.0,0.45,10,310,45,medium,21.9,15.5
35.6,1.2,1,1,2,0,79.9,0.268,578.0,0.45,4,168,22,low,4.8,1.3
26.0,0.9,1,0,0,0,12.2,0.031,762.0,0.55,11,265,9,low,7.6,2.1
44.3,37.4,2,1,9,1,100.0,0.242,574.0,0.55,7,380,50,medium,31.2,23.2
42.6,58.7,0,0,6,0,100.0,1.0,408.0,0.6,7,240,39,medium,7.1,2.1
6.5,1.1,0,0,0,1,12.3,0.031,115.0,0.75,11,195,7,low,4.1,0.0
46.8,3.4,1,1,1,1,13.9,0.043,578.0,0.45,3,168,17,low,4.9,1.4
68.5,9.1,1,1,3,2,49.6,0.798,961.0,0.35,4,390,35,medium,11.7,3.5
38.8,14.4,2,0,9,3,100.0,0.51,515.0,0.65,8,190,46,medium,13.6,9.7
40.8,0.6,1,1,1,1,15.2,0.01,574.0,0.55,12,380,19,low,10.9,3.0
16.0,0.2,0,0,0,0,14.0,0.02,40.0,0.75,11,310,1,low,6.5,0.0
13.9,3.1,0,0,0,0,14.9,0.022,102.0,0.7,2,270,6,low,5.7,0.1
39.5,1.4,1,0,9,1,100.0,0.259,502.0,0.6,6,270,29,low,7.8,2.1
38.0,15.0,0,0,6,2,31.2,1.0,775.0,0.5,4,245,31,medium,5.5,0.4
38.0,23.8,0,0,4,2,100.0,0.415,408.0,0.6,5,240,31,medium,5.7,0.7
54.0,0.6,1,0,3,3,24.3,0.924,1238.0,0.35,10,190,33,medium,5.4,1.5
47.8,8.5,0,0,4,0,35.1,1.0,750.0,0.5,8,340,21,low,7.4,0.3
54.1,2.0,2,2,0,2,6.2,0.168,870.0,0.45,2,310,34,medium,20.9,14.4
46.6,7.5,1,0,1,0,13.8,0.036,762.0,0.55,3,265,15,low,7.9,2.3
45.3,21.5,1,1,11,1,100.0,0.384,594.0,0.5,9,440,47,medium,14.1,4.9
42.8,0.0,0,0,0,3,7.0,0.1,422.0,0.65,12,485,17,low,10.1,0.0
38.8,1.0,0,0,0,1,13.3,0.041,688.0,0.6,2,210,12,low,4.4,0.0
22.7,16.1,0,0,4,0,100.0,0.526,115.0,0.75,8,195,21,low,4.4,0.4
50.6,2.0,0,0,5,0,83.1,0.525,797.0,0.4,8,74,20,low,1.6,0.0
26.2,5.1,0,0,4,1,92.6,0.147,790.0,0.55,10,98,24,low,2.1,0.1
57.9,10.0,1,0,6,0,48.0,1.0,1238.0,0.35,8,190,29,low,5.7,1.8
33.4,19.4,0,0,9,2,100.0,0.372,790.0,0.55,8,98,36,medium,2.3,0.2
74.8,4.0,0,0,1,2,4.3,0.154,1438.0,0.4,2,85,22,low,1.8,0.0
17.3,8.9,0,0,0,0,16.5,0.024,102.0,0.7,3,270,8,low,5.9,0.3
58.2,1.0,2,2,1,0,6.1,0.164,870.0,0.45,11,310,25,low,20.8,14.3
23.9,1.8,0,0,0,3,12.4,0.031,115.0,0.75,2,195,8,low,4.1,0.0
44.9,0.4,1,1,2,0,13.1,0.04,578.0,0.45,11,168,18,low,4.8,1.3
0.0,49.0,0,0,11,2,100.0,0.556,202.0,0.7,6,330,41,medium,9.1,2.2
39.5,3.7,0,0,5,2,90.3,0.142,790.0,0.55,10,98,26,low,2.1,0.0
31.8,6.0,0,0,1,0,9.0,0.046,115.0,0.75,3,195,6,low,4.2,0.1
17.4,4.8,0,0,3,1,85.4,0.291,20.0,0.8,4,320,21,low,6.8,0.2
25.0,3.8,1,1,0,1,16.1,0.011,574.0,0.55,1,380,17,low,11.1,3.1
45.8,1.3,1,0,1,1,12.3,0.031,762.0,0.55,1,265,22,low,7.6,2.1
53.5,3.4,2,2,7,1,38.4,1.0,870.0,0.45,5,310,46,medium,21.0,14.6
58.8,15.9,2,1,15,2,39.5,1.0,1117.0,0.35,6,145,52,medium,10.5,7.5
61.8,0.1,1,1,1,0,7.0,0.1,961.0,0.35,11,390,14,low,11.1,3.0
6.8,17.8,0,0,1,2,19.0,0.029,40.0,0.75,3,310,10,low,7.1,0.6
4.1,0.1,0,0,1,1,14.0,0.02,68.0,0.85,12,175,5,low,3.6,0.0
66.7,2.4,2,2,3,1,62.8,1.0,870.0,0.45,7,310,35,medium,20.9,14.5
63.1,0.5,0,0,0,1,8.1,0.041,797.0,0.4,1,74,11,low,1.5,0.0
43.0,2.0,1,1,0,0,6.2,0.168,550.0,0.5,12,110,17,low,3.2,0.9
58.2,4.4,1,1,9,2,43.5,1.0,1238.0,0.35,9,190,38,medium,5.6,1.6
19.3,0.0,0,0,0,0,8.0,0.04,115.0,0.75,12,195,5,low,4.1,0.0
30.6,0.0,0,0,2,0,4.0,0.14,775.0,0.5,12,245,7,low,5.1,0.0
52.3,19.9,2,1,4,0,100.0,0.749,578.0,0.45,8,168,44,medium,12.4,8.9
56.2,0.3,0,0,0,0,3.0,0.171,750.0,0.5,11,340,13,low,7.1,0.0
52.4,2.5,2,1,13,0,63.0,1.0,1041.0,0.3,9,200,43,medium,13.5,9.3
29.0,0.8,1,0,0,0,12.2,0.031,515.0,0.65,2,190,13,low,5.5,1.5
42.3,3.3,1,0,10,2,100.0,0.406,802.0,0.6,6,270,39,medium,7.8,2.2
44.8,0.5,0,0,1,2,13.1,0.04,688.0,0.6,2,210,14,low,4.4,0.0
19.1,0.8,0,0,1,0,14.2,0.02,68.0,0.85,12,175,5,low,3.7,0.0
65.8,16.9,0,0,4,0,32.1,1.0,1438.0,0.4,10,85,23,low,1.9,0.2
56.5,2.1,1,1,3,2,7.3,0.105,961.0,0.35,11,390,25,low,11.3,3.1
14.0,17.1,0,0,6,0,100.0,0.186,35.0,0.85,10,550,24,low,12.5,1.1
48.8,11.9,1,0,3,3,89.1,0.253,515.0,0.65,4,190,36,medium,5.8,1.8
27.0,4.2,0,0,1,0,15.2,0.022,202.0,0.7,3,330,8,low,7.0,0.1
34.9,0.7,0,0,0,1,14.2,0.02,202.0,0.7,1,330,5,low,6.9,0.0
43.4,1.2,1,0,2,0,79.9,0.268,488.0,0.55,4,140,24,low,4.0,1.1
28.7,19.4,1,0,8,2,100.0,0.371,202.0,0.7,7,330,38,medium,10.4,3.6
20.0,8.4,0,0,1,2,49.1,0.787,422.0,0.65,4,485,19,low,10.5,0.4
22.3,0.8,0,0,6,2,61.0,0.53,215.0,0.75,10,280,26,low,5.9,0.0
25.1,8.1,0,0,0,2,48.8,0.781,422.0,0.65,5,485,17,low,10.5,0.4
25.6,9.1,1,0,7,0,100.0,0.307,502.0,0.6,8,270,28,low,8.1,2.5
22.2,0.5,0,0,3,0,72.7,0.197,802.0,0.6,4,270,17,low,5.6,0.0
50.0,0.8,1,1,1,0,13.2,0.041,578.0,0.45,12,168,15,low,4.8,1.3
33.6,2.2,0,0,4,0,87.8,0.137,102.0,0.7,4,270,17,low,5.7,0.1
69.0,17.5,1,1,8,0,48.6,1.0,1041.0,0.3,4,200,41,medium,6.3,2.1
78.6,2.7,1,0,2,1,38.0,1.0,1197.0,0.3,10,180,33,medium,5.2,1.5
68.5,12.3,1,0,3,1,44.8,1.0,1197.0,0.3,4,180,31,medium,5.5,1.7
35.9,1.5,0,0,0,0,4.1,0.145,775.0,0.5,12,245,9,low,5.1,0.0
0.0,0.1,0,0,1,2,14.0,0.02,68.0,0.85,11,175,6,low,3.6,0.0
23.6,9.1,0,0,0,2,92.2,0.319,20.0,0.8,5,320,17,low,7.0,0.3
22.6,0.3,0,0,0,0,14.1,0.02,102.0,0.7,1,270,5,low,5.6,0.0
35.4,1.4,0,0,0,0,4.1,0.145,775.0,0.5,12,245,5,low,5.1,0.0
60.2,2.2,1,1,1,1,3.1,0.179,1117.0,0.35,2,145,19,low,4.2,1.2
49.4,0.5,0,0,1,3,3.0,0.172,750.0,0.5,1,340,18,low,7.1,0.0
25.3,63.6,0,0,9,3,100.0,0.647,202.0,0.7,6,330,50,medium,10.1,3.2
69.4,1.7,1,0,0,1,4.1,0.146,1238.0,0.35,12,190,18,low,5.5,1.5
34.6,4.5,0,0,4,0,91.6,0.145,102.0,0.7,10,270,21,low,5.8,0.1
71.5,75.7,1,1,6,3,100.0,1.0,1041.0,0.3,8,200,69,high,9.2,5.0
74.4,57.7,2,0,7,1,86.2,1.0,1238.0,0.35,8,190,52,medium,17.8,13.8
47.2,5.8,1,1,5,1,87.0,0.298,578.0,0.45,4,168,28,low,4.9,1.4
13.3,0.5,0,0,1,0,14.2,0.02,40.0,0.75,12,310,6,low,6.5,0.0
60.9,16.4,1,1,5,2,93.0,1.0,961.0,0.35,8,390,41,medium,12.1,4.0
44.4,3.0,1,0,9,1,84.8,0.537,470.0,0.55,8,215,41,medium,6.2,1.8
25.8,15.8,0,0,0,2,15.8,0.042,115.0,0.75,3,195,7,low,4.4,0.3
69.1,70.7,0,0,9,3,100.0,1.0,797.0,0.4,7,74,55,medium,2.4,0.8
74.8,18.7,1,1,8,2,82.5,1.0,1041.0,0.3,7,200,53,medium,6.3,2.1
9.6,4.6,1,0,8,2,87.3,0.557,470.0,0.55,6,215,31,medium,6.3,1.8
34.4,6.2,0,0,1,1,13.5,0.035,802.0,0.6,3,270,18,low,5.8,0.2
40.1,7.8,0,0,8,0,83.2,0.233,802.0,0.6,4,270,26,low,5.9,0.2
62.7,14.2,1,0,9,1,100.0,0.678,470.0,0.55,8,215,37,medium,6.6,2.1
