distance_km,road_condition,bridge_condition,avg_slope_risk,avg_elevation_m,rainfall_24h_mm,temp_celsius,congestion_level,flood_risk_level,landslide_probability,commodity_type,weight_kg,priority,month,delay_minutes,safety_score,route_rank
185.4,0,0,20.6,115.0,35.9,18.9,1,80.0,0.5,general,9268.0,1,8,299.9,54,2
144.7,1,1,61.9,1117.0,12.4,22.1,0,18.0,1.0,food,9339.0,4,10,346.0,58,2
397.1,1,1,63.9,961.0,6.3,29.8,0,70.0,1.0,construction,6312.0,1,9,855.6,48,2
325.6,0,0,44.7,750.0,15.0,29.4,1,30.0,1.0,agri,8637.0,2,7,447.7,61,1
141.3,1,0,42.6,488.0,2.3,32.3,2,13.0,0.04,construction,13608.0,1,3,259.2,75,2
181.7,0,0,10.0,68.0,3.1,28.9,3,84.0,0.13,construction,13995.0,1,10,382.5,63,1
218.3,0,0,38.3,688.0,0.1,32.5,1,13.0,0.04,fuel,11797.0,3,12,72.8,89,1
110.7,1,1,49.6,550.0,125.8,25.7,1,60.0,1.0,fuel,12926.0,3,7,1189.8,34,3
190.9,1,0,67.4,1238.0,0.9,19.8,3,4.0,0.14,medicine,4149.0,5,1,659.3,71,2
478.0,0,0,31.6,422.0,0.1,29.7,1,7.0,0.1,agri,8526.0,2,12,173.2,90,1
421.9,0,1,47.1,594.0,5.6,28.2,2,84.0,0.13,construction,11823.0,1,10,684.3,67,1
344.1,0,0,25.5,202.0,16.6,27.9,2,14.0,0.02,general,902.0,1,3,434.2,80,1
363.2,1,1,29.9,574.0,0.8,30.4,0,90.0,0.065,construction,11117.0,1,5,379.6,70,2
373.2,1,1,31.4,574.0,0.8,29.1,1,15.0,0.01,fuel,4433.0,3,2,586.1,86,2
339.7,0,0,29.5,202.0,1.9,20.7,0,84.0,0.13,construction,2186.0,1,4,25.7,78,1
279.1,0,0,14.3,102.0,2.2,23.6,1,14.0,0.02,general,772.0,1,11,99.5,92,1
306.6,2,2,50.1,870.0,0.5,26.1,0,36.0,1.0,medicine,5743.0,5,10,1908.9,48,2
87.2,0,0,52.0,1438.0,6.1,30.2,1,40.0,1.0,medicine,14285.0,5,9,98.2,54,1
466.0,0,0,16.4,422.0,0.4,28.3,1,70.0,1.0,fuel,8557.0,3,8,462.3,56,1
491.5,0,0,15.0,422.0,7.5,30.7,1,42.0,0.65,general,7108.0,1,10,416.5,71,1
84.6,0,0,64.1,1438.0,0.4,21.0,0,40.0,1.0,agri,8078.0,2,7,45.9,62,1
177.2,1,0,63.0,1197.0,1.5,34.3,3,36.0,1.0,food,4885.0,4,5,926.4,54,2
301.9,0,0,18.1,40.0,0.6,32.2,0,14.0,0.02,fuel,13825.0,3,12,4.6,91,1
297.0,2,2,59.7,870.0,2.5,26.3,3,6.0,0.16,fuel,9928.0,3,12,3192.9,67,2
308.1,0,0,26.7,20.0,1.2,27.0,0,13.0,0.04,general,10813.0,1,1,9.6,93,1
495.3,0,0,40.1,422.0,0.4,27.7,0,42.0,0.65,food,9584.0,4,10,153.4,74,1
264.1,1,0,35.2,502.0,1.0,31.1,1,14.0,0.02,agri,14552.0,2,11,269.0,84,2
94.6,0,0,29.8,790.0,19.3,29.9,0,84.0,0.13,construction,13637.0,1,5,34.3,74,1
325.4,0,0,27.3,202.0,0.2,28.2,1,14.0,0.02,fuel,13184.0,3,3,105.9,89,1
277.7,0,0,16.4,102.0,1.2,24.5,3,84.0,0.13,agri,11168.0,2,5,566.8,74,1
180.8,1,0,42.1,515.0,8.7,19.7,2,72.0,0.195,agri,8277.0,2,10,399.6,61,2
107.7,1,1,39.3,550.0,6.1,23.8,1,36.0,1.0,medicine,13556.0,5,5,322.3,55,2
431.5,0,1,44.5,594.0,0.9,32.3,0,84.0,0.13,food,2592.0,4,10,168.5,74,1
195.8,0,0,13.9,115.0,1.3,26.2,1,12.0,0.03,construction,10042.0,1,11,68.0,93,1
188.7,1,0,53.8,1238.0,5.0,25.7,1,4.0,0.14,agri,835.0,2,3,227.0,76,2
213.5,0,0,36.0,688.0,36.1,24.0,0,100.0,0.5,food,11209.0,4,8,224.6,54,2
372.2,1,1,39.8,574.0,1.4,25.1,2,15.0,0.01,agri,9374.0,2,1,943.7,77,2
317.5,0,0,23.4,202.0,0.6,28.9,1,14.0,0.02,fuel,2974.0,3,3,105.4,93,1
191.3,0,0,26.1,115.0,0.3,31.1,2,100.0,0.375,construction,12517.0,1,8,211.3,62,1
72.4,0,0,51.5,797.0,1.3,34.5,0,48.0,0.26,general,5640.0,1,4,9.0,78,1
348.3,0,0,39.4,750.0,0.1,27.6,0,3.0,0.17,general,4629.0,1,12,23.7,89,1
254.7,1,0,45.1,762.0,6.8,22.1,1,72.0,0.195,fuel,6186.0,3,4,329.5,64,2
250.5,0,0,47.3,775.0,4.2,18.4,0,4.0,0.14,general,11700.0,1,1,28.2,85,1
335.1,0,0,5.8,20.0,7.6,22.5,2,13.0,0.04,medicine,4624.0,5,2,345.7,88,1
258.8,1,0,41.9,762.0,31.6,20.8,1,100.0,0.375,construction,2285.0,1,8,628.6,49,2
483.6,0,0,34.2,422.0,8.3,32.4,0,42.0,0.65,construction,10313.0,1,5,214.3,69,1
139.0,1,0,38.6,488.0,2.7,30.1,0,100.0,0.5,general,9973.0,1,7,126.3,56,2
72.0,0,0,34.8,797.0,2.9,18.2,0,80.0,0.5,agri,1278.0,2,8,19.0,65,1
193.6,0,0,19.6,115.0,15.8,30.2,3,100.0,0.375,construction,4163.0,1,9,568.0,58,1
174.5,0,0,15.9,68.0,4.4,24.0,3,84.0,0.13,construction,9396.0,1,5,375.5,71,1
73.7,0,0,56.6,797.0,0.1,34.9,1,8.0,0.04,agri,8442.0,2,11,24.6,87,1
396.8,1,1,43.5,574.0,0.3,23.0,0,15.0,0.01,medicine,1684.0,5,11,395.1,83,2
538.9,0,0,12.7,35.0,7.8,24.9,0,100.0,0.25,general,4301.0,1,9,116.2,75,1
244.8,0,0,36.1,775.0,12.0,23.0,1,40.0,1.0,fuel,3244.0,3,7,314.6,65,1
110.4,1,1,48.5,550.0,8.4,26.9,0,60.0,1.0,agri,10567.0,2,6,246.3,55,2
114.9,1,1,41.6,550.0,2.9,20.5,2,6.0,0.16,agri,7992.0,2,2,318.9,79,2
212.5,1,0,41.3,470.0,0.8,24.5,0,80.0,0.5,general,6709.0,1,8,184.6,62,2
211.6,0,0,39.2,688.0,0.5,20.9,3,13.0,0.04,general,2042.0,1,12,408.6,82,1
163.1,1,1,49.4,578.0,6.1,31.7,0,100.0,0.5,agri,14144.0,2,9,252.3,54,2
271.6,0,0,32.2,802.0,16.1,24.3,0,100.0,0.375,fuel,6235.0,3,6,116.4,65,1
181.2,0,0,8.3,68.0,2.0,26.8,2,14.0,0.02,medicine,11911.0,5,11,161.1,90,1
274.2,0,0,20.1,102.0,0.9,34.4,0,14.0,0.02,construction,9461.0,1,1,5.2,96,1
554.1,0,0,17.5,35.0,5.4,23.2,1,100.0,0.25,medicine,4322.0,5,9,297.0,62,1
348.9,0,0,45.3,750.0,12.7,19.2,2,30.0,1.0,food,5187.0,4,6,752.9,58,1
187.9,1,0,57.7,1197.0,1.1,34.3,1,36.0,1.0,food,12053.0,4,5,371.0,53,2
320.6,0,0,12.2,40.0,0.7,25.3,2,14.0,0.02,fuel,8317.0,3,1,276.2,90,1
320.1,0,0,32.9,202.0,1.1,21.1,1,14.0,0.02,fuel,2656.0,3,1,108.7,88,1
245.4,0,0,20.2,408.0,1.1,30.6,2,78.0,0.26,general,10775.0,1,10,253.8,67,1
419.4,0,1,43.7,594.0,0.3,32.8,2,14.0,0.02,medicine,9517.0,5,12,577.4,84,1
338.6,0,0,28.4,202.0,5.6,29.8,1,84.0,0.13,food,7343.0,4,10,159.9,75,1
75.6,0,0,50.3,797.0,2.7,22.6,1,8.0,0.04,general,3095.0,1,11,28.3,86,1
274.4,0,0,31.0,802.0,9.6,32.0,2,12.0,0.03,general,8124.0,1,2,294.8,86,1
280.5,0,0,26.3,802.0,3.8,19.1,2,72.0,0.195,agri,14378.0,2,5,294.7,71,1
397.4,1,1,65.4,961.0,2.6,25.7,2,7.0,0.1,medicine,7863.0,5,11,1068.5,77,2
394.9,1,1,71.8,961.0,10.1,22.3,2,42.0,0.65,construction,10103.0,1,5,1537.1,54,2
200.9,1,1,74.5,1041.0,29.9,25.6,0,36.0,1.0,food,946.0,4,5,662.6,50,2
281.7,0,0,21.3,102.0,1.6,31.8,0,84.0,0.13,medicine,10177.0,5,5,20.3,79,1
76.9,0,0,43.4,797.0,8.9,25.0,2,80.0,0.5,agri,13103.0,2,7,110.7,59,1
283.4,1,0,41.5,502.0,8.9,30.8,1,84.0,0.13,agri,13568.0,2,5,368.1,61,2
278.9,0,0,36.7,802.0,41.7,32.8,0,100.0,0.375,medicine,1319.0,5,8,325.3,59,2
285.0,0,0,30.5,215.0,3.7,26.0,2,60.0,0.52,fuel,7034.0,3,4,373.9,67,1
212.6,1,0,32.3,470.0,0.9,24.3,0,8.0,0.04,general,8432.0,1,3,121.9,87,2
280.9,0,0,28.2,215.0,0.1,34.2,0,10.0,0.08,food,1105.0,4,2,9.0,89,1
143.3,1,1,56.2,1117.0,7.4,19.9,0,18.0,1.0,fuel,7838.0,3,4,314.3,55,2
527.2,0,0,8.1,35.0,0.8,26.8,1,100.0,0.25,general,13770.0,1,8,238.3,70,1
327.2,0,0,5.0,20.0,4.5,32.8,0,13.0,0.04,medicine,10457.0,5,2,24.3,98,1
283.4,0,0,4.4,102.0,1.4,30.3,1,14.0,0.02,fuel,7817.0,3,2,97.4,92,1
315.7,0,0,11.6,20.0,26.7,32.9,2,100.0,0.5,medicine,5452.0,5,8,661.7,57,1
274.7,0,0,26.8,215.0,6.0,23.2,2,10.0,0.08,general,5241.0,1,3,280.2,84,1
177.3,0,0,12.7,68.0,1.6,30.5,0,14.0,0.02,general,5124.0,1,1,4.9,97,1
73.5,0,0,52.8,797.0,11.2,18.2,1,48.0,0.26,food,11110.0,4,5,48.4,69,1
87.7,0,0,59.1,1438.0,33.6,29.6,1,40.0,1.0,fuel,3440.0,3,7,185.3,52,2
171.4,0,0,9.6,68.0,12.8,33.7,1,100.0,0.25,general,5284.0,1,9,117.7,63,1
290.6,0,0,24.1,215.0,2.3,18.6,0,100.0,1.0,construction,1453.0,1,8,167.9,53,1
220.5,1,0,44.8,470.0,0.1,33.5,0,8.0,0.04,medicine,3985.0,5,12,123.4,82,2
141.0,1,0,45.3,488.0,1.4,31.1,1,13.0,0.04,construction,13414.0,1,1,147.0,85,2
490.9,0,0,30.5,422.0,8.3,31.9,1,7.0,0.1,fuel,10961.0,3,2,249.0,86,1
246.2,0,0,45.4,775.0,29.9,22.8,0,40.0,1.0,general,9397.0,1,6,319.1,59,1
296.1,2,2,64.8,870.0,2.6,29.9,2,60.0,1.0,medicine,12863.0,5,7,3183.3,38,2
319.2,0,0,29.5,202.0,10.6,30.5,0,100.0,0.25,fuel,3292.0,3,6,83.2,69,1
85.8,0,0,59.0,1438.0,3.6,23.4,0,4.0,0.14,construction,2912.0,1,2,8.8,84,1
173.7,1,0,67.3,1197.0,0.8,28.1,0,6.0,0.16,food,4712.0,4,11,111.1,80,2
274.3,0,0,33.7,802.0,1.1,27.5,0,100.0,0.375,medicine,1475.0,5,9,47.6,66,1
75.3,0,0,52.7,797.0,0.8,32.1,0,8.0,0.04,food,6422.0,4,11,1.9,87,1
303.8,2,2,64.7,870.0,0.1,34.0,1,6.0,0.16,construction,7957.0,1,12,1699.9,73,2
527.4,0,0,19.0,35.0,1.5,20.6,2,14.0,0.02,general,10433.0,1,11,462.8,84,1
249.2,0,0,36.2,775.0,3.1,23.9,2,40.0,1.0,medicine,8504.0,5,8,454.1,58,1
324.6,0,0,30.4,750.0,2.8,32.1,1,3.0,0.17,food,12601.0,4,12,144.0,85,1
193.0,1,0,42.2,515.0,0.1,34.3,1,12.0,0.03,food,3219.0,4,1,193.9,80,2
94.8,0,0,33.8,790.0,1.5,25.1,2,14.0,0.02,fuel,7449.0,3,12,83.1,92,1
205.5,0,0,31.6,688.0,8.7,32.6,3,100.0,0.5,construction,12051.0,1,8,571.1,55,1
258.0,0,0,16.1,102.0,74.0,29.8,1,100.0,0.25,general,11807.0,1,9,1130.2,49,3
301.9,2,2,51.6,870.0,6.5,23.2,0,60.0,1.0,fuel,10344.0,3,8,2026.0,49,2
349.5,0,0,31.1,750.0,1.1,24.2,3,3.0,0.17,medicine,11637.0,5,1,726.3,79,1
82.5,0,0,54.2,1438.0,0.9,27.2,2,4.0,0.14,agri,11630.0,2,1,77.8,90,1
310.2,0,0,10.4,40.0,34.7,30.8,2,100.0,0.25,medicine,11697.0,5,7,681.9,57,2
250.2,0,0,34.1,408.0,0.1,28.7,0,13.0,0.04,general,2357.0,1,11,4.2,87,1
361.5,1,1,39.9,574.0,18.4,24.1,0,100.0,0.125,general,14155.0,1,8,575.3,59,2
191.5,0,0,26.7,115.0,0.3,32.3,1,12.0,0.03,fuel,14220.0,3,12,63.4,93,1
135.9,1,0,50.2,488.0,11.9,32.1,1,13.0,0.04,medicine,1347.0,5,2,178.7,81,2
189.5,0,0,26.7,115.0,48.7,27.1,1,100.0,0.375,general,691.0,1,8,413.7,51,2
100.3,0,0,28.5,790.0,20.9,20.8,1,100.0,0.25,fuel,5944.0,3,8,88.8,62,1
305.4,0,0,16.6,40.0,12.6,18.2,3,84.0,0.13,general,9047.0,1,4,755.1,71,1
181.6,1,0,37.8,515.0,0.1,33.0,1,12.0,0.03,food,7599.0,4,1,182.3,86,2
282.6,1,0,41.3,502.0,30.2,34.7,2,84.0,0.13,medicine,14460.0,5,5,900.5,55,2
392.8,1,1,57.3,961.0,0.3,28.2,0,42.0,0.65,food,9178.0,4,10,601.6,66,2
266.6,0,0,25.1,102.0,1.0,20.3,1,14.0,0.02,medicine,11781.0,5,2,90.1,85,1
277.9,0,0,31.5,215.0,0.9,34.6,0,60.0,0.52,fuel,5271.0,3,10,68.0,69,1
139.2,1,0,42.5,488.0,0.6,25.6,1,13.0,0.04,food,1405.0,4,2,142.3,78,2
150.4,1,1,58.0,1117.0,3.4,21.8,1,30.0,1.0,general,2358.0,1,6,432.7,62,2
221.6,1,0,43.4,470.0,13.5,20.3,1,80.0,0.5,medicine,2075.0,5,6,395.8,54,2
187.6,1,0,38.9,515.0,4.2,26.8,1,100.0,0.375,food,13628.0,4,6,257.8,61,2
312.4,0,0,21.7,40.0,3.6,22.5,0,84.0,0.13,food,14865.0,4,10,31.1,82,1
88.2,0,0,50.8,1438.0,3.7,27.1,0,4.0,0.14,medicine,11722.0,5,2,9.2,87,1
109.5,1,1,56.0,550.0,10.7,20.5,1,6.0,0.16,construction,13394.0,1,3,222.5,77,2
278.0,1,0,44.4,762.0,0.1,20.2,0,12.0,0.03,agri,11133.0,2,12,153.8,82,2
262.5,1,0,51.6,762.0,14.8,31.1,0,100.0,0.375,food,6456.0,4,8,291.6,62,2
311.4,0,0,22.2,40.0,2.2,33.3,0,14.0,0.02,medicine,3873.0,5,3,11.3,90,1
72.8,0,0,50.5,797.0,0.2,23.6,0,8.0,0.04,medicine,13586.0,5,3,1.3,89,1
272.4,0,0,26.0,215.0,0.6,26.8,0,10.0,0.08,medicine,7107.0,5,2,10.4,92,1
172.0,0,0,18.6,68.0,4.5,26.7,2,14.0,0.02,medicine,14466.0,5,3,162.5,85,1
180.0,1,0,65.5,1197.0,23.9,23.7,1,60.0,1.0,general,12904.0,1,7,529.3,50,2
463.2,0,0,14.7,422.0,1.3,32.5,0,7.0,0.1,food,14916.0,4,12,25.7,100,1
230.7,0,0,29.8,408.0,3.9,29.6,0,13.0,0.04,general,2513.0,1,3,15.4,92,1
114.2,1,1,45.5,550.0,20.8,30.9,0,60.0,1.0,construction,5281.0,1,9,316.9,57,2
187.9,0,0,25.3,115.0,8.3,20.7,1,48.0,0.26,food,2461.0,4,4,112.2,80,1
304.3,0,0,11.5,40.0,1.7,29.9,2,84.0,0.13,food,10193.0,4,10,290.5,75,1
286.9,0,0,24.2,215.0,1.2,20.7,2,60.0,0.52,medicine,11200.0,5,10,357.9,64,1
323.2,2,2,52.1,870.0,1.3,18.2,0,60.0,1.0,construction,8429.0,1,6,2033.1,52,2
168.0,0,0,18.8,68.0,11.1,23.5,0,100.0,0.25,food,13998.0,4,9,45.4,70,1
168.5,1,1,38.9,578.0,6.8,21.5,2,13.0,0.04,fuel,9286.0,3,2,469.9,83,2
549.7,0,0,12.6,35.0,10.5,24.4,1,84.0,0.13,agri,6867.0,2,10,312.0,69,1
229.7,1,0,31.4,250.0,29.5,30.5,3,60.0,0.52,construction,11034.0,1,4,1436.5,51,2
250.0,0,0,29.0,408.0,4.5,30.6,1,78.0,0.26,medicine,9598.0,5,5,130.9,74,1
167.7,1,1,48.3,578.0,4.6,32.2,1,13.0,0.04,food,6031.0,4,2,287.0,81,2
501.1,0,0,25.2,422.0,8.9,22.2,1,70.0,1.0,food,5371.0,4,8,601.3,57,1
258.7,1,0,45.2,762.0,4.3,31.2,2,12.0,0.03,medicine,11508.0,5,11,488.1,82,2
272.7,1,0,37.8,502.0,4.7,21.3,1,14.0,0.02,agri,2280.0,2,11,301.5,84,2
180.7,1,0,73.3,1197.0,9.4,35.0,0,36.0,1.0,construction,7835.0,1,4,283.2,53,2
334.9,0,0,10.4,20.0,56.9,29.6,2,100.0,0.5,fuel,9462.0,3,6,1485.1,50,2
374.1,1,1,59.0,961.0,0.1,19.8,1,7.0,0.1,medicine,5676.0,5,1,610.0,81,2
271.4,1,0,23.8,502.0,13.2,29.6,0,100.0,0.25,food,12998.0,4,9,264.6,66,2
260.5,1,0,47.5,762.0,0.4,30.6,0,12.0,0.03,construction,10678.0,1,1,145.7,83,2
219.5,1,0,39.0,250.0,1.3,23.8,1,10.0,0.08,medicine,14527.0,5,2,234.5,82,2
216.5,0,0,37.3,688.0,0.1,30.1,0,13.0,0.04,construction,13865.0,1,12,3.5,91,1
208.5,1,1,69.4,1041.0,40.1,34.7,1,60.0,1.0,food,12789.0,4,7,1126.8,39,2
207.2,1,1,75.0,1041.0,9.6,33.8,1,36.0,1.0,medicine,4520.0,5,4,654.5,51,2
208.3,1,1,76.0,1041.0,4.9,26.6,3,36.0,1.0,medicine,870.0,5,4,1486.1,43,2
218.4,0,0,41.6,688.0,0.0,24.2,0,13.0,0.04,construction,8526.0,1,12,3.3,88,1
164.6,1,1,43.1,578.0,3.2,31.1,0,100.0,0.5,food,9008.0,4,7,240.5,55,2
274.3,0,0,9.2,102.0,0.3,22.1,2,100.0,0.25,fuel,11922.0,3,8,276.7,66,1
283.5,0,0,29.0,215.0,0.8,29.9,2,10.0,0.08,construction,11362.0,1,1,255.4,90,1
196.4,0,0,23.2,115.0,2.5,30.7,2,72.0,0.195,fuel,12421.0,3,4,200.4,70,1
388.9,1,1,65.1,961.0,0.6,19.7,1,7.0,0.1,construction,2590.0,1,3,639.8,79,2
198.3,1,0,66.9,1238.0,19.9,25.4,2,4.0,0.14,construction,14533.0,1,3,521.0,72,2
161.5,1,1,46.6,578.0,1.5,29.8,2,13.0,0.04,agri,6696.0,2,11,415.8,80,2
109.1,1,1,47.2,550.0,2.9,31.9,0,36.0,1.0,agri,1530.0,2,4,222.1,60,2
189.9,1,0,38.4,515.0,0.1,22.5,0,12.0,0.03,general,14332.0,1,1,105.2,84,2
264.0,1,0,43.6,502.0,5.9,33.3,2,84.0,0.13,food,12518.0,4,5,539.0,66,2
456.6,0,1,34.7,594.0,16.3,33.1,2,100.0,0.25,construction,8351.0,1,8,965.1,61,1
202.9,0,0,20.8,115.0,0.1,24.8,1,8.0,0.04,agri,13109.0,2,3,67.7,94,1
143.9,1,0,30.6,488.0,12.3,34.7,2,78.0,0.26,fuel,2829.0,3,5,349.4,58,2
277.6,1,0,45.4,762.0,0.5,25.3,0,12.0,0.03,fuel,2670.0,3,11,155.8,79,2
271.5,1,0,40.5,762.0,0.8,22.0,0,72.0,0.195,fuel,10635.0,3,10,180.0,70,2
134.3,1,0,39.0,488.0,5.8,33.5,0,13.0,0.04,construction,6424.0,1,2,89.7,83,2
384.9,1,1,36.9,574.0,7.5,32.2,2,100.0,0.125,food,14137.0,4,8,1126.6,63,2
465.3,0,0,46.7,422.0,4.8,25.9,0,70.0,1.0,agri,10175.0,2,8,291.4,57,1
177.5,0,0,2.5,68.0,0.6,19.9,1,14.0,0.02,construction,13867.0,1,12,58.9,92,1
209.6,0,0,41.6,688.0,0.1,25.5,1,78.0,0.26,agri,4122.0,2,4,93.6,72,1
144.5,1,1,66.8,1117.0,3.8,35.0,1,18.0,1.0,food,5640.0,4,10,418.0,60,2
201.1,0,0,16.3,115.0,2.8,34.9,1,72.0,0.195,medicine,1176.0,5,10,91.9,75,1
190.1,0,0,17.6,115.0,0.6,30.6,1,8.0,0.04,medicine,6466.0,5,1,64.7,92,1
505.5,0,0,34.5,422.0,0.4,30.1,2,7.0,0.1,fuel,13609.0,3,12,458.3,84,1
295.5,0,0,14.1,40.0,10.7,29.5,3,100.0,0.25,fuel,6821.0,3,7,748.4,60,1
225.4,1,0,37.6,470.0,0.8,30.2,3,80.0,0.5,general,2380.0,1,8,912.1,63,2
571.8,0,0,9.2,35.0,18.6,22.4,2,100.0,0.25,construction,6138.0,1,8,867.6,66,1
217.4,0,0,33.5,688.0,2.7,20.4,1,13.0,0.04,fuel,2969.0,3,2,81.5,90,1
166.6,0,0,15.0,68.0,0.2,27.1,0,14.0,0.02,general,10435.0,1,12,1.6,83,1
199.0,0,0,26.8,115.0,2.8,33.0,0,48.0,0.26,food,509.0,4,4,28.9,83,1
254.0,0,0,44.0,775.0,21.3,20.1,1,24.0,0.91,food,12975.0,4,5,376.0,59,1
318.1,0,0,25.3,202.0,0.8,19.7,2,14.0,0.02,construction,8142.0,1,1,274.5,87,1
320.8,2,2,54.1,870.0,0.3,21.9,2,6.0,0.16,general,6105.0,1,3,2533.5,67,2
378.5,1,1,60.8,961.0,0.2,19.4,2,42.0,0.65,general,10393.0,1,10,1280.3,63,2
94.4,0,0,29.5,790.0,2.4,30.8,0,100.0,0.25,construction,675.0,1,8,12.8,74,1
186.0,1,0,35.1,515.0,0.0,21.9,0,12.0,0.03,construction,13498.0,1,12,102.7,85,2
272.3,0,0,29.8,802.0,40.8,23.9,1,100.0,0.375,general,2379.0,1,6,469.0,57,2
370.6,1,1,61.4,961.0,1.6,27.4,0,7.0,0.1,general,6309.0,1,12,403.5,83,2
178.6,0,0,8.5,68.0,1.2,33.7,1,14.0,0.02,medicine,7823.0,5,11,60.9,91,1
71.3,0,0,39.0,797.0,0.1,24.9,0,8.0,0.04,agri,563.0,2,12,1.2,89,1
397.9,1,1,42.6,574.0,4.8,26.2,2,15.0,0.01,agri,13525.0,2,1,1062.6,81,2
144.2,1,1,55.2,1117.0,0.5,21.2,0,18.0,1.0,general,6964.0,1,5,282.1,62,2
236.2,0,0,36.7,408.0,1.1,25.3,0,13.0,0.04,medicine,1939.0,5,11,6.9,91,1
88.0,0,0,60.3,1438.0,0.6,31.0,3,4.0,0.14,medicine,9715.0,5,12,178.8,78,1
220.9,1,0,30.6,250.0,4.2,31.5,0,10.0,0.08,agri,8868.0,2,11,145.6,86,2
263.7,1,0,40.0,502.0,2.3,28.3,3,14.0,0.02,construction,2836.0,1,2,882.9,75,2
191.8,1,0,55.4,1238.0,8.1,25.8,0,40.0,1.0,fuel,14733.0,3,8,292.7,52,2
313.9,0,0,3.9,40.0,11.0,24.5,0,100.0,0.25,agri,7227.0,2,6,84.2,73,1
264.0,0,0,33.9,802.0,0.3,27.5,0,12.0,0.03,fuel,4079.0,3,11,3.9,92,1
283.0,0,0,18.0,102.0,19.1,28.1,3,100.0,0.25,general,4796.0,1,9,827.3,62,1
233.8,0,0,26.7,408.0,4.5,24.4,1,13.0,0.04,agri,4498.0,2,3,94.8,91,1
200.6,0,0,42.0,688.0,32.1,33.0,0,100.0,0.5,medicine,3244.0,5,9,183.7,61,2
474.8,0,0,31.2,422.0,1.3,20.9,2,7.0,0.1,fuel,2099.0,3,12,439.9,89,1
234.5,0,0,29.3,408.0,2.8,22.5,0,13.0,0.04,food,3882.0,4,12,12.1,89,1
202.8,1,1,71.1,1041.0,13.4,27.4,2,60.0,1.0,agri,813.0,2,6,990.8,42,2
227.3,1,0,34.8,250.0,0.1,31.5,0,10.0,0.08,construction,7116.0,1,11,132.3,86,2
106.5,1,1,45.4,550.0,0.9,26.9,1,6.0,0.16,medicine,12520.0,5,1,182.0,80,2
185.7,1,0,61.5,1238.0,45.2,35.0,0,40.0,1.0,construction,10317.0,1,6,632.7,50,2
286.0,0,0,32.1,215.0,58.3,27.2,3,100.0,1.0,fuel,3070.0,3,9,2705.0,29,2
432.3,0,1,51.0,594.0,12.4,20.9,3,100.0,0.25,general,14789.0,1,8,1543.0,55,1
178.6,1,0,71.3,1197.0,66.1,18.6,0,60.0,1.0,fuel,7856.0,3,8,1119.8,39,3
183.0,1,0,54.7,1238.0,3.6,24.1,0,4.0,0.14,general,14883.0,1,11,125.1,83,2
276.8,0,0,18.6,102.0,23.5,23.0,1,84.0,0.13,construction,3037.0,1,4,242.6,65,1
337.7,0,0,29.6,202.0,1.0,21.2,2,14.0,0.02,construction,7487.0,1,2,292.6,81,1
270.7,0,0,36.0,802.0,1.4,33.5,0,72.0,0.195,medicine,8288.0,5,5,26.2,77,1
557.1,0,0,10.6,35.0,18.8,34.9,2,14.0,0.02,agri,6404.0,2,3,742.2,87,1
432.1,0,1,48.2,594.0,0.4,20.5,0,14.0,0.02,food,2688.0,4,12,142.2,88,1
269.5,0,0,26.1,215.0,2.4,34.9,3,10.0,0.08,food,13290.0,4,3,547.0,83,1
362.2,1,1,41.3,574.0,2.3,29.1,3,15.0,0.01,medicine,1136.0,5,11,1623.2,82,2
175.2,1,0,68.1,1197.0,12.6,25.6,0,60.0,1.0,general,6414.0,1,7,292.6,51,2
188.4,1,0,47.0,515.0,50.4,28.2,2,100.0,0.375,agri,9708.0,2,8,1037.4,45,2
189.9,0,0,22.5,115.0,29.2,30.4,3,80.0,0.5,general,2691.0,1,8,748.2,57,1
98.0,0,0,35.9,790.0,8.8,23.6,2,84.0,0.13,food,14959.0,4,5,110.3,69,1
263.5,0,0,14.1,102.0,1.9,27.4,2,14.0,0.02,food,9134.0,4,1,233.7,87,1
392.3,1,1,35.9,574.0,1.3,21.7,3,15.0,0.01,agri,582.0,2,11,1735.1,73,2
204.5,0,0,22.7,115.0,15.1,34.9,0,48.0,0.26,agri,881.0,2,10,71.0,77,1
194.5,1,1,66.0,1041.0,63.9,18.2,0,60.0,1.0,fuel,1777.0,3,8,1476.2,37,3
393.7,1,1,52.8,574.0,11.3,33.3,1,100.0,0.125,construction,7522.0,1,9,794.0,59,2
403.5,1,1,59.5,961.0,8.7,31.6,1,42.0,0.65,fuel,3395.0,3,5,1027.2,61,2
191.6,1,0,39.1,515.0,10.8,35.0,2,72.0,0.195,food,12739.0,4,5,439.2,60,2
327.6,0,0,15.3,20.0,20.0,23.5,1,78.0,0.26,construction,5425.0,1,4,284.4,71,1
187.7,1,0,56.4,1238.0,39.1,19.1,0,24.0,0.91,medicine,11267.0,5,5,522.3,56,2
191.7,0,0,27.6,115.0,19.2,30.0,1,100.0,0.375,agri,4656.0,2,6,177.9,61,1
399.1,1,1,63.0,961.0,2.7,18.2,2,7.0,0.1,fuel,13300.0,3,3,1073.8,78,2
263.5,1,0,47.2,762.0,0.5,25.1,2,12.0,0.03,fuel,2335.0,3,12,465.9,79,2
182.0,1,0,70.9,1197.0,27.5,28.1,0,6.0,0.16,food,5892.0,4,3,243.3,74,2
199.4,0,0,24.7,115.0,2.4,27.7,0,12.0,0.03,food,2629.0,4,3,8.3,94,1
